,region,total,elementary_and_secondary_edu,higher_edu,public_welfare,health_and_hospitals,highways,police,all_other,population_thousands,year
474,Maine,8169.9165,1771.8838,577.95483,2147.8064,543.2321,581.2649,183.85292,2363.9211,1329.59,2009
475,Massachusetts,9128.91,2007.6927,626.9228,1987.7323,465.16446,395.48712,298.14935,3347.7617,6517.613,2009
476,New Hampshire,7089.9077,1924.0096,623.2245,1459.6414,142.32559,517.97125,248.67828,2174.0571,1316.102,2009
477,Rhode Island,8465.214,2057.7974,547.1961,2002.3851,245.69922,276.591,313.53226,3022.0132,1053.646,2009
478,Vermont,9112.029,2283.7695,1115.381,2177.1575,307.78772,782.17145,239.02039,2206.7422,624.817,2009
479,Mideast,9844.621,2461.815,693.6783,1945.1971,757.428,556.7344,368.873,3060.8955,47943.87,2009
480,Delaware,9190.332,1916.8728,1082.0697,1690.5197,527.8874,717.0197,318.64017,2937.323,891.73,2009
481,District of Columbia,17117.775,3519.5027,223.83102,4316.5303,1137.4843,680.7631,967.1765,6272.488,592.228,2009
482,Maryland,8415.483,2054.6262,863.9816,1469.865,412.3075,524.1254,357.17303,2733.4048,5730.388,2009
483,New Jersey,9325.33,2806.6694,635.2857,1524.4458,477.36386,424.91812,372.07916,3084.5679,8755.602,2009
484,New York,11514.227,2787.0034,691.9562,2311.9375,1120.1617,534.79974,435.53934,3632.8296,19307.066,2009
485,Pennsylvania,8011.2627,1900.9067,654.2464,1799.1326,552.64874,678.9511,245.89879,2179.4783,12666.858,2009
486,Great Lakes,7635.7627,1827.7654,773.38617,1393.767,604.0594,494.6981,285.2689,2256.8179,46355.855,2009
487,Illinois,7946.196,1937.4277,644.76074,1366.7396,438.6415,592.4929,356.06454,2610.0686,12796.778,2009
488,Indiana,7050.7603,1530.6322,829.9999,1220.03,664.20984,455.3197,186.50107,2164.0676,6459.325,2009
489,Michigan,7347.132,1823.2917,917.8837,1262.9513,735.053,399.00415,248.37503,1960.573,9901.591,2009
490,Ohio,7736.42,1871.6088,691.2935,1549.5569,682.85834,427.9957,286.8049,2226.302,11528.896,2009
491,Wisconsin,7900.985,1837.4288,913.79004,1564.3867,519.8816,621.5976,299.3124,2144.588,5669.264,2009
492,Plains,7916.667,1811.49,860.24615,1447.7072,736.6979,655.54785,264.0815,2140.8965,20392.582,2009
493,Iowa,8288.541,1789.6237,1116.7257,1390.2218,1093.2767,691.7273,205.8532,2001.1128,3032.87,2009
494,Kansas,8039.7407,1917.3818,970.22845,1170.1163,828.9567,665.50934,247.51299,2240.035,2832.704,2009
495,Minnesota,8873.932,1992.0679,844.6079,2079.4883,600.75836,670.2032,333.03397,2353.7715,5281.203,2009
496,Missouri,6924.3994,1653.2843,629.9753,1175.5096,758.9341,524.75183,272.24594,1909.698,5961.088,2009
497,Nebraska,7808.393,1890.2483,1005.6066,1236.6873,710.64325,697.8148,210.32967,2057.063,1812.683,2009
498,North Dakota,8238.296,1610.7798,1160.5024,1292.8547,152.14417,1056.4178,216.12016,2749.4768,664.968,2009
499,South Dakota,7130.372,1497.3514,739.66595,1115.8751,338.35605,929.57837,189.78722,2319.7578,807.067,2009
500,Southeast,7251.913,1631.4474,695.75836,1200.9764,798.2009,460.9455,274.57605,2190.0083,77814.94,2009
501,Alabama,7370.9487,1658.2499,1008.1067,1144.9409,1089.7847,484.3447,246.4225,1739.0992,4757.938,2009
502,Arkansas,6246.7964,1638.7701,786.89734,1324.648,433.58856,433.66763,178.96136,1450.2633,2896.843,2009
503,Florida,7420.777,1506.9279,478.54047,1065.5571,697.4736,526.63995,397.43777,2748.2,18652.645,2009
504,Georgia,6678.8975,1935.5321,580.6881,1005.3166,650.60034,340.373,232.60834,1933.7789,9620.846,2009
505,Kentucky,7042.302,1460.5242,818.7087,1570.444,624.77594,499.02805,157.82079,1910.9999,4317.074,2009
506,Louisiana,9551.109,1772.077,753.0581,1352.11,1192.3466,785.1161,316.39346,3380.0083,4491.648,2009
507,Mississippi,7836.189,1514.4891,870.47034,1645.152,1184.6782,529.82416,221.00978,1870.5656,2958.774,2009
508,North Carolina,6963.224,1526.7504,860.961,1168.9554,990.53894,347.81543,237.03374,1831.1691,9449.566,2009
509,South Carolina,7550.1646,1783.5724,705.2842,1309.6147,1180.0955,293.18182,220.93361,2057.4824,4589.872,2009
510,Tennessee,6384.7754,1372.319,527.0314,1318.1438,748.93097,415.32242,254.22664,1748.8011,6306.019,2009
511,Virginia,7334.1504,1851.0999,871.3721,1097.9639,587.1135,432.3124,258.98605,2235.3027,7925.937,2009
512,West Virginia,7107.3335,1569.1196,788.1928,1531.2021,373.90268,694.60406,193.70325,1956.6089,1847.775,2009
513,Southwest,7107.161,1810.6709,824.3186,1175.436,588.42316,468.25125,270.38028,1969.681,36899.29,2009
514,Arizona,6904.703,1433.2375,668.8343,1265.3691,455.2357,474.84326,349.14178,2258.0415,6343.154,2009
515,New Mexico,9271.887,1910.8416,1186.7467,1951.4744,773.9466,691.9244,312.30673,2444.646,2036.802,2009
516,Oklahoma,6869.074,1575.1918,881.05707,1372.6185,521.2827,569.0483,222.4581,1727.4175,3717.572,2009
517,Texas,7016.8535,1934.271,825.816,1059.1486,617.31445,433.08792,253.97668,1893.2393,24801.762,2009
518,Rocky Mountain,7646.5776,1647.2686,927.1476,974.24744,714.21106,613.80865,283.43457,2486.4597,10793.888,2009
519,Colorado,7547.539,1652.1534,834.2887,843.12463,708.18726,507.6392,311.78885,2690.3574,4972.195,2009
520,Idaho,6602.849,1295.937,722.139,1151.9249,685.18286,569.6808,234.65636,1943.3281,1554.439,2009
521,Montana,7608.86,1619.9128,840.94727,1294.0695,346.2106,847.98706,250.70682,2409.026,983.982,2009
522,Utah,7258.2393,1582.564,1183.0437,928.6034,562.3703,606.9139,240.67487,2154.0696,2723.421,2009
523,Wyoming,13379.481,2942.2043,1227.7499,1305.3866,2233.7336,1301.2051,432.574,3936.6277,559.851,2009
524,Far West [2],8928.14,1830.1432,839.87744,1346.7087,871.35486,456.88654,392.37396,3190.7947,50121.92,2009
525,California,9218.62,1873.1053,838.73474,1417.5132,895.2292,412.212,427.727,3354.099,36961.23,2009
526,Nevada,6991.984,1596.3262,499.92346,793.4796,513.9077,638.05914,429.15298,2521.1348,2684.665,2009
527,Oregon,8027.98,1688.4113,998.1064,1226.7064,666.05786,484.6164,303.79193,2660.2898,3808.6,2009
528,Washington,8611.636,1767.0887,892.71155,1245.5079,1000.2046,615.7523,232.1836,2858.187,6667.426,2009
529,Alaska,18557.844,3459.471,1028.9371,2174.8145,973.1548,2441.3352,432.68015,8047.4507,698.895,2009
530,Hawaii,9353.061,1744.6145,853.6619,1350.1627,970.66864,507.68646,273.8935,3652.373,1346.717,2009
531,New England,8419.874,2021.4398,622.60944,1751.561,453.5596,439.428,268.31766,2862.9585,14340.115,2008
532,Connecticut,8599.871,2306.5076,647.32477,1462.36,606.7892,377.15616,281.64258,2918.091,3545.579,2008
533,Maine,7762.998,1711.8373,572.2772,1883.247,553.7129,535.4672,175.3096,2331.147,1330.509,2008
534,Massachusetts,8746.211,1930.7449,583.6575,1914.0422,454.00293,442.77472,284.9036,3136.085,6468.967,2008
535,New Hampshire,6780.524,1894.9857,620.55493,1244.1915,161.44846,491.87784,240.5947,2126.8708,1315.906,2008
536,Rhode Island,8486.397,2052.563,553.89795,2041.2179,260.47034,288.78592,300.6181,2988.8445,1055.003,2008
537,Vermont,8759.167,2216.052,1113.6936,2009.754,307.26538,697.8071,222.8371,2191.758,624.151,2008
538,Mideast,9481.047,2399.383,636.5995,1862.7151,677.99805,520.18835,352.81262,3031.3503,47684.887,2008
539,Delaware,9135.726,1944.8191,1091.8365,1632.0233,544.2914,662.06836,319.72092,2940.9656,883.874,2008
540,District of Columbia,18416.162,3615.6736,221.80975,4159.925,1370.8853,707.4742,1018.3546,7322.0396,580.236,2008
541,Maryland,8035.2827,2053.663,859.8486,1291.2799,390.13907,507.49652,323.0233,2609.8325,5684.965,2008
542,New Jersey,9051.787,2759.6602,604.2662,1448.6925,471.77023,430.5925,354.33246,2982.473,8711.09,2008
543,New York,11056.229,2664.1682,601.12054,2287.453,940.2008,504.58417,424.95142,3633.751,19212.436,2008
544,Pennsylvania,7642.848,1878.9283,599.52747,1669.7216,528.2651,593.0024,227.0009,2146.4023,12612.285,2008
545,Great Lakes,7376.105,1769.2615,765.1316,1307.4314,575.5726,467.15158,270.8377,2220.7188,46275.12,2008
546,Illinois,7565.777,1803.227,650.01056,1273.6185,427.09232,536.92413,332.3842,2542.52,12747.038,2008
547,Indiana,6859.1865,1507.3011,761.0303,1299.5487,596.7463,436.2499,188.91014,2069.4001,6424.806,2008
548,Michigan,7245.7607,1808.1191,950.3625,1161.0376,691.0737,371.76025,243.99277,2019.4148,9946.889,2008
549,Ohio,7492.811,1834.6274,678.3352,1466.6132,638.44824,413.57092,269.50366,2191.7126,11515.391,2008
550,Wisconsin,7527.8433,1788.9137,880.50604,1326.0068,554.96124,622.26495,275.131,2080.0593,5640.996,2008
551,Plains,7445.9956,1706.6912,814.19135,1343.5054,680.53516,628.4502,242.69643,2029.9257,20248.814,2008
552,Iowa,7634.632,1720.7715,1024.441,1289.456,959.6958,605.48956,203.17867,1831.599,3016.734,2008
553,Kansas,7498.426,1694.4604,899.1377,1141.1725,764.79944,660.70184,243.67645,2094.477,2808.076,2008
554,Minnesota,8411.647,1851.3693,790.2641,1908.4637,562.35297,718.72406,291.09735,2289.3765,5247.018,2008
555,Missouri,6562.2183,1608.7762,638.1755,1068.6237,699.3945,476.22064,240.36263,1830.665,5923.916,2008
556,Nebraska,7400.298,1787.6522,924.7725,1189.3944,717.1286,631.55804,226.13725,1923.6547,1796.378,2008
557,North Dakota,7786.821,1556.7766,1161.034,1232.1353,154.2819,938.887,180.48752,2563.2185,657.569,2008
558,South Dakota,6582.933,1413.7743,649.92163,1024.8097,317.53897,875.1095,176.34935,2125.4297,799.124,2008
559,Southeast,7189.649,1652.1675,679.877,1143.1016,784.4226,477.40836,262.0869,2190.585,77057.84,2008
560,Alabama,6887.9854,1658.6874,982.05505,968.232,1034.1838,413.45544,222.64352,1608.728,4718.206,2008
561,Arkansas,6227.577,1550.4047,752.6935,1316.5736,443.00717,418.10486,174.44131,1572.352,2874.554,2008
562,Florida,7548.547,1645.351,454.93665,1053.295,662.6946,577.9078,363.57712,2790.7847,18527.305,2008
563,Georgia,6867.5093,1958.5447,578.9583,984.16785,778.2772,408.83496,241.27637,1917.4501,9504.843,2008
564,Kentucky,6928.7085,1475.6476,799.3125,1428.2354,566.0928,644.8363,163.57971,1851.0046,4289.878,2008
565,Louisiana,9555.078,1693.0198,765.1048,1298.8009,1108.3579,669.63196,299.95856,3720.204,4435.586,2008
566,Mississippi,7614.701,1456.3319,860.2286,1440.1083,1115.2091,571.8548,200.07524,1970.8933,2947.806,2008
567,North Carolina,6716.4653,1446.748,839.643,1125.295,909.3363,382.47333,238.14062,1774.8289,9309.449,2008
568,South Carolina,7424.8125,1749.618,728.4495,1203.1073,1249.3877,310.15085,216.26382,1967.8354,4528.996,2008
569,Tennessee,6110.415,1337.5714,503.88394,1310.7305,749.18396,323.00803,236.39922,1649.6381,6247.411,2008
570,Virginia,7307.8516,1944.8323,847.9075,1030.3969,576.6998,453.0594,256.33713,2198.6187,7833.496,2008
571,West Virginia,6718.09,1528.887,758.983,1382.8658,360.58545,591.17755,169.1063,1926.4847,1840.31,2008
572,Southwest,6866.8506,1758.1072,781.9404,1059.3926,569.3821,564.8252,252.34834,1880.855,36269.04,2008
573,Arizona,6886.2275,1462.2899,676.68774,1151.3903,479.59177,477.88058,343.18182,2295.2053,6280.362,2008
574,New Mexico,8749.874,1769.2103,1142.2825,1826.8396,714.2842,594.5957,300.3011,2402.3606,2010.662,2008
575,Oklahoma,6553.5967,1521.875,849.6831,1311.6897,489.46246,540.6999,208.13219,1632.0543,3668.976,2008
576,Texas,6753.3745,1869.2693,769.10376,934.0677,592.657,588.46655,231.58833,1768.222,24309.04,2008
577,Rocky Mountain,7378.512,1663.738,879.0409,929.5894,643.1128,577.8385,261.26505,2423.9277,10609.537,2008
578,Colorado,7324.8457,1727.0677,779.2242,858.9695,592.52515,480.17047,290.16245,2596.726,4889.73,2008
579,Idaho,6315.8574,1256.5078,710.9775,1070.686,656.3598,562.87994,208.88211,1849.564,1534.32,2008
580,Montana,7438.571,1572.482,856.1841,1106.7712,350.59274,787.39777,232.54764,2532.5952,976.415,2008
581,Utah,7026.178,1590.7607,1108.7356,851.6325,540.9295,536.31146,238.5986,2159.2097,2663.029,2008
582,Wyoming,12455.959,2759.9895,1165.7836,1228.8757,2080.3125,1322.2712,311.57803,3587.148,546.043,2008
583,Far West [2],8705.548,1866.7545,802.22345,1272.4899,826.3154,460.6162,375.5974,3101.5508,49588.945,2008
584,California,9065.935,1928.4032,806.5007,1350.463,858.1868,427.29416,412.04333,3283.043,36604.336,2008
585,Nevada,6869.6274,1745.916,536.6004,688.36914,507.19656,546.4149,406.05624,2439.074,2653.63,2008
586,Oregon,7479.793,1621.9952,867.43555,1088.0101,605.98425,505.30734,270.08252,2520.978,3768.748,2008
587,Washington,8141.672,1712.3085,848.3257,1179.7083,904.1189,586.1261,220.58199,2690.5024,6562.231,2008
588,Alaska,16763.451,3252.8777,1003.6657,2058.478,659.80176,2212.8547,381.04022,7194.7344,687.455,2008
589,Hawaii,8926.1,1688.5018,905.6607,1248.8153,979.8493,461.00287,252.59924,3389.6704,1332.213,2008
590,New England,8064.6353,1960.9716,602.7179,1699.8729,396.1039,394.09924,261.37485,2749.495,14279.205,2007
591,Connecticut,8065.6313,2255.96,598.1629,1352.0728,558.33466,342.87906,258.50983,2699.7122,3527.27,2007
592,Maine,7570.4077,1648.8712,566.75305,1851.5208,473.9051,547.56146,174.55992,2307.2363,1327.04,2007
593,Massachusetts,8456.758,1877.1837,575.8708,1911.0651,376.72623,353.1954,283.7141,3079.0022,6431.559,2007
594,New Hampshire,6447.7485,1825.1688,582.79517,1177.8209,149.39735,472.49683,225.31274,2014.757,1312.54,2007
595,Rhode Island,8073.136,1960.5784,533.79175,1897.3011,250.54312,343.7774,309.57095,2777.5735,1057.315,2007
596,Vermont,8455.394,2107.2703,1140.8062,1930.3796,278.80722,699.4792,226.10632,2072.5442,623.481,2007
597,Mideast,9045.999,2282.16,587.51697,1844.0563,632.70984,489.1658,336.15466,2874.2356,47473.72,2007
598,Delaware,8893.741,1914.9331,988.51965,1509.392,518.32465,551.0187,357.0489,3054.5042,871.749,2007
599,District of Columbia,14781.227,2477.7751,214.20116,3780.0293,925.52454,182.04436,871.1499,6330.5024,574.404,2007
600,Maryland,7567.728,1896.507,777.8126,1243.5496,375.62952,487.6846,314.44254,2472.102,5653.408,2007
601,New Jersey,8636.426,2726.4375,548.2933,1387.2273,440.97714,404.8673,352.38507,2776.238,8677.885,2007
602,New York,10662.013,2506.3818,570.56415,2333.1814,898.8992,492.78873,399.46243,3460.7354,19132.336,2007
603,Pennsylvania,7281.566,1823.9229,544.0407,1619.6704,470.01486,552.28955,212.4003,2059.227,12563.937,2007
604,Great Lakes,7103.641,1745.5251,714.738,1239.4454,546.1344,450.18475,258.65906,2148.9543,46187.992,2007
605,Illinois,7185.603,1693.4393,603.9824,1145.7913,407.88782,524.4859,319.34213,2490.6743,12695.866,2007
606,Indiana,6600.9355,1571.2676,720.9265,1123.1349,581.5079,380.90607,175.33736,2047.8553,6379.599,2007
607,Michigan,6967.832,1893.6108,843.6089,1093.4181,636.69574,379.2408,231.87193,1889.3856,10001.284,2007
608,Ohio,7355.0303,1792.3984,650.7093,1491.4635,632.244,409.08344,257.46744,2121.6643,11500.468,2007
609,Wisconsin,7216.575,1701.4764,859.8415,1327.3423,480.80685,571.5348,266.2773,2009.2961,5610.775,2007
610,Plains,6991.5044,1623.2158,740.43536,1267.8488,628.9715,597.8653,231.69478,1901.4728,20105.697,2007
611,Iowa,7213.112,1635.9247,943.0607,1203.1097,878.28204,621.2775,195.53636,1735.921,2999.212,2007
612,Kansas,6956.3174,1609.1771,860.57294,1077.711,700.63135,597.37555,243.53569,1867.3137,2783.785,2007
613,Minnesota,7863.381,1778.3856,704.1838,1808.0709,520.5616,615.12524,271.1465,2165.907,5207.203,2007
614,Missouri,6196.515,1515.6697,564.35815,999.30176,645.1281,503.00427,235.16766,1733.8853,5887.612,2007
615,Nebraska,6977.268,1699.0115,837.4518,1164.4989,682.6437,564.97614,199.7174,1828.9688,1783.44,2007
616,North Dakota,7215.0034,1488.4547,1093.681,1132.4113,149.58595,905.0553,159.31755,2286.4978,652.822,2007
617,South Dakota,6300.945,1343.9807,588.419,970.0527,299.77402,923.6379,173.43861,2001.6422,791.623,2007
618,Southeast,6786.392,1562.627,632.6808,1102.1029,708.7896,484.1696,246.39505,2049.6272,76122.85,2007
619,Alabama,6592.7812,1523.8492,921.2355,1018.2412,968.42645,420.4961,210.35066,1530.1821,4672.84,2007
620,Arkansas,5975.2812,1538.4628,724.6671,1277.2043,417.46863,405.29514,168.07681,1444.1064,2848.65,2007
621,Florida,7118.435,1589.5187,443.2218,1010.6598,585.928,533.27484,342.31104,2613.5212,18367.842,2007
622,Georgia,6809.5464,1815.0704,512.2526,1004.316,719.6667,688.5921,228.4972,1841.1515,9349.988,2007
623,Kentucky,6368.289,1380.2076,704.4287,1353.8849,490.6986,553.53076,147.65103,1737.8875,4256.672,2007
624,Louisiana,7914.705,1514.1141,615.0966,1109.4778,823.51074,505.60577,276.96506,3069.9353,4375.581,2007
625,Mississippi,7557.604,1396.0917,787.214,1379.4912,1033.231,640.51874,191.71922,2129.3384,2928.35,2007
626,North Carolina,6392.604,1380.9836,826.2584,1074.7386,828.90155,365.23926,222.88657,1693.5958,9118.037,2007
627,South Carolina,7008.201,1688.1104,669.8887,1208.5221,1126.6974,313.09103,202.58679,1799.305,4444.11,2007
628,Tennessee,5850.7456,1239.7574,488.4076,1233.3842,734.7033,369.76035,220.00406,1564.7288,6175.727,2007
629,Virginia,6856.2676,1833.7642,769.77356,990.96967,554.55695,387.29105,246.18785,2073.7244,7751.0,2007
630,West Virginia,6418.752,1488.0048,748.56274,1319.0433,343.98862,573.69635,146.83662,1798.6198,1834.052,2007
631,Southwest,6331.8354,1634.698,702.8015,970.4346,527.2537,489.4665,241.58221,1765.5988,35624.082,2007
632,Arizona,6364.7266,1379.6239,636.46063,1066.8499,428.0836,438.38275,330.95355,2084.3723,6167.681,2007
633,New Mexico,8139.476,1623.0087,984.9126,1617.8351,677.3596,665.44543,300.84067,2270.074,1990.07,2007
634,Oklahoma,6237.8237,1492.5925,778.99066,1215.925,464.22427,478.37122,197.33218,1610.388,3634.349,2007
635,Texas,6186.7144,1723.3578,684.7942,853.9848,549.9963,489.68393,220.2528,1664.6443,23831.982,2007
636,Rocky Mountain,6895.2666,1528.315,805.7052,875.208,612.1476,519.85236,246.7111,2307.3276,10406.301,2007
637,Colorado,6952.4707,1592.9834,745.09686,787.423,590.9638,444.64316,272.15237,2519.2083,4803.868,2007
638,Idaho,5928.112,1268.3394,615.36835,1005.0109,627.64856,519.05347,199.01733,1693.674,1505.105,2007
639,Montana,6889.093,1481.7291,781.6319,1046.0151,325.29288,756.40247,213.17168,2284.8496,964.706,2007
640,Utah,6447.004,1360.3093,995.8772,839.14746,511.9242,450.0344,223.05952,2066.652,2597.746,2007
641,Wyoming,11291.236,2579.0444,1005.4461,1165.4402,1762.917,1110.018,327.7844,3340.5854,534.876,2007
642,Far West [2],8293.962,1799.3433,740.2096,1194.6061,788.2939,437.2645,351.00607,2983.2383,49035.387,2007
643,California,8651.366,1887.6791,739.43146,1263.7595,818.7244,391.33728,382.19357,3168.241,36250.312,2007
644,Nevada,6621.6875,1589.4647,532.9852,719.6756,487.26987,687.8729,378.3713,2226.048,2601.072,2007
645,Oregon,7084.6357,1450.8982,800.161,1020.7768,596.86597,522.7762,257.87332,2435.2844,3722.417,2007
646,Washington,7658.714,1588.9877,793.4549,1097.967,849.0289,544.7792,218.67677,2565.819,6461.587,2007
647,Alaska,15193.063,2787.2424,920.62915,2097.4746,606.21344,2058.5977,346.37366,6376.532,680.3,2007
648,Hawaii,8360.616,1641.9792,783.45184,1153.978,839.92017,384.62766,232.04135,3324.6182,1315.675,2007
649,New England,7713.7446,1862.357,587.4645,1597.4905,381.7399,395.6542,245.2854,2643.7532,14245.54,2006
650,Connecticut,7805.388,2077.9275,602.25165,1317.7386,529.50256,362.16843,257.3121,2658.487,3517.46,2006
651,Maine,7514.3037,1605.3948,540.3088,1886.1803,465.60074,603.0323,167.18407,2246.6028,1323.619,2006
652,Massachusetts,7999.401,1810.9053,547.8474,1711.1749,367.68146,338.36374,260.71155,2962.7168,6410.084,2006
653,New Hampshire,6224.3867,1747.7853,582.19916,1124.7855,137.48816,473.99207,209.65096,1948.4855,1308.389,2006
654,Rhode Island,7684.894,1840.6023,560.9982,1947.9097,260.50046,371.83282,269.40277,2433.6475,1063.096,2006
655,Vermont,7858.043,1998.3384,1068.0889,1788.737,233.77246,609.75256,218.27379,1941.0797,622.892,2006
656,Mideast,8657.395,2181.525,556.5577,1805.4246,591.2092,467.92792,327.6799,2727.0703,47334.434,2006
657,Delaware,8689.34,1880.8777,1003.7276,1445.0055,465.81042,721.20807,332.70294,2840.008,859.268,2006
658,District of Columbia,14126.059,2436.2612,196.96292,3225.713,1172.6323,146.58627,862.69214,6085.2104,570.681,2006
659,Maryland,6998.242,1727.7341,719.8681,1156.7915,353.9609,431.97058,285.14258,2322.7747,5627.367,2006
660,New Jersey,8429.786,2700.3313,566.4928,1436.0544,336.5696,411.657,347.53632,2631.1445,8661.679,2006
661,New York,10070.763,2379.0308,511.40082,2259.9817,836.5968,455.75436,396.88324,3231.115,19104.63,2006
662,Pennsylvania,7151.332,1733.88,530.8692,1618.7444,481.59155,538.91174,202.63933,2044.6958,12510.809,2006
663,Great Lakes,6767.4224,1669.309,687.6237,1167.5261,544.518,418.61734,243.09229,2036.7362,46071.574,2006
664,Illinois,6677.396,1636.2435,586.828,1063.4171,389.72742,424.68112,298.57446,2277.9243,12643.955,2006
665,Indiana,6317.051,1543.3853,682.79126,1037.882,598.9936,378.01675,164.03131,1911.9507,6332.669,2006
666,Michigan,6563.7686,1717.1038,826.81635,988.6617,643.5131,360.8222,225.68211,1801.1693,10036.081,2006
667,Ohio,7148.253,1731.1467,620.3676,1449.8782,633.7403,404.0761,234.23657,2074.8074,11481.213,2006
668,Wisconsin,7065.368,1673.9459,809.5911,1291.3588,471.77872,584.89294,256.63867,1977.1621,5577.655,2006
669,Plains,6637.2817,1537.6796,706.1108,1236.6052,556.9662,590.90204,213.283,1795.735,19956.982,2006
670,Iowa,6909.1064,1562.9794,926.9071,1183.4764,790.71924,624.4272,190.94066,1629.6565,2982.644,2006
671,Kansas,6505.4565,1490.2161,827.83575,1033.6176,452.39096,647.115,229.76543,1824.5157,2762.931,2006
672,Minnesota,7458.8813,1723.3636,658.9282,1707.2563,485.78625,589.9044,251.93883,2041.7039,5163.555,2006
673,Missouri,5906.729,1425.7804,528.9897,1026.5353,632.9648,471.82248,201.78072,1618.8555,5842.704,2006
674,Nebraska,6584.657,1533.8438,818.5698,1129.6378,559.1487,619.27136,188.5442,1735.6417,1772.693,2006
675,North Dakota,6952.253,1461.3102,1019.0477,1122.4551,156.01411,882.7804,163.22977,2147.4158,649.422,2006
676,South Dakota,5958.173,1291.3019,554.1861,955.9022,265.47668,853.6613,168.66467,1868.98,783.033,2006
677,Southeast,6383.9272,1456.4266,600.3428,1053.4314,681.0087,437.3419,234.7384,1920.6373,75065.945,2006
678,Alabama,6313.0293,1415.4768,808.54144,971.95325,1015.1251,414.81073,199.39075,1487.7311,4628.981,2006
679,Arkansas,5665.9937,1463.9082,675.31696,1181.8818,387.57358,400.85144,166.88763,1389.5741,2821.761,2006
680,Florida,6764.1978,1432.3793,409.90945,988.853,553.49756,496.40628,326.28455,2556.8674,18166.99,2006
681,Georgia,6062.5723,1682.5693,494.88843,927.6047,632.78107,413.2652,214.27687,1697.1866,9155.813,2006
682,Kentucky,6098.8135,1336.281,651.62177,1346.4948,431.4214,444.67117,156.86407,1731.4591,4219.239,2006
683,Louisiana,7082.685,1385.8091,570.4511,1060.156,891.92975,489.63004,271.23886,2413.4705,4302.665,2006
684,Mississippi,6622.1035,1375.7722,733.7374,1291.4796,924.4504,593.08984,193.16394,1510.41,2904.978,2006
685,North Carolina,6151.0845,1289.856,882.065,988.384,830.8517,374.84634,214.07416,1571.0073,8917.27,2006
686,South Carolina,6669.3755,1592.2114,643.7209,1093.6912,1082.9026,389.35556,196.01125,1671.4828,4357.847,2006
687,Tennessee,5654.3667,1219.336,467.63943,1247.0404,674.2051,359.06522,198.77837,1488.3021,6088.766,2006
688,Virginia,6566.569,1713.8745,694.1823,947.4285,560.48645,383.47308,226.36906,2040.7546,7673.725,2006
689,West Virginia,6255.5923,1424.4159,688.5479,1284.3933,328.96332,602.95465,129.59814,1796.7189,1827.912,2006
690,Southwest,6011.4736,1556.0869,678.5623,949.9926,467.27542,462.9013,221.72406,1674.9312,34944.95,2006
691,Arizona,5918.9883,1283.3905,592.94464,1005.05,396.89502,409.09344,280.71695,1950.898,6029.141,2006
692,New Mexico,7497.0967,1557.5696,954.2529,1380.6355,624.2138,608.3245,259.1659,2112.9346,1962.137,2006
693,Oklahoma,5803.256,1396.2318,731.8359,1132.3508,392.14877,416.81064,187.02592,1546.8519,3594.09,2006
694,Texas,5942.593,1650.941,669.3065,871.55194,483.81726,471.66556,208.69156,1586.6189,23359.58,2006
695,Rocky Mountain,6515.796,1477.2681,747.07,847.91144,572.66406,508.91428,235.06966,2126.8984,10189.958,2006
696,Colorado,6521.6875,1571.4956,672.8774,743.35394,522.92706,438.17303,254.87376,2317.9866,4720.423,2006
697,Idaho,5735.9424,1264.3373,606.2721,997.8477,591.34906,503.8705,188.05531,1584.2106,1468.669,2006
698,Montana,6533.1113,1417.9902,702.3424,902.997,474.8177,731.17126,200.15178,2103.641,952.692,2006
699,Utah,6173.696,1302.9847,944.24884,878.9542,454.31473,436.62204,221.69925,1934.8721,2525.507,2006
700,Wyoming,10275.392,2174.7632,941.5364,1120.4955,1719.5652,1106.1747,316.5706,2896.286,522.667,2006
701,Far West [2],7787.2847,1700.4213,683.3264,1171.3362,716.6831,446.57724,324.23032,2744.7104,48585.496,2006
702,California,8101.311,1779.9337,675.6097,1239.0078,728.3436,430.02847,349.70914,2898.6787,36021.203,2006
703,Nevada,6359.247,1509.8948,464.50766,672.5426,439.38617,580.69305,352.46832,2339.7544,2522.658,2006
704,Oregon,6916.5034,1402.0427,802.5538,1056.143,611.91626,489.6702,255.6039,2298.5735,3670.883,2006
705,Washington,7078.952,1498.2181,744.905,1052.5957,820.9229,462.20926,208.53076,2291.5703,6370.753,2006
706,Alaska,13859.829,2661.4434,857.03876,2137.7874,443.8118,1930.6947,318.5804,5510.472,675.302,2006
707,Hawaii,7517.313,1479.1052,714.4139,1102.8417,706.14575,339.88965,212.77957,2962.1372,1309.731,2006
708,New England,7341.7534,1759.7823,528.11096,1519.9749,365.03555,389.92468,232.53407,2546.391,14216.656,2005
709,Connecticut,7377.8584,1933.5417,555.3728,1238.5576,499.32648,361.18787,238.81737,2551.0542,3506.956,2005
710,Maine,7201.5107,1557.8035,507.3617,1769.4753,473.71637,534.96436,163.88469,2194.3052,1318.787,2005
711,Massachusetts,7580.6777,1718.8981,486.60376,1578.2096,348.89688,358.73917,245.73976,2843.5906,6403.29,2005
712,New Hampshire,6046.883,1642.9412,518.59467,1250.4706,139.11522,411.5243,194.80212,1889.4348,1298.492,2005
713,Rhode Island,7387.5996,1722.333,483.23465,1947.2983,248.49333,352.4781,272.8548,2360.9077,1067.916,2005
